file name,start offset,end offset,dish name
./Debugging_stage/Set_P/review-075.txt,673,693,goulash
./Debugging_stage/Set_P/review-075.txt,703,752,quark dumplings with buttery spinach
./Debugging_stage/Set_P/review-075.txt,1514,1580,yellowtail with avocado and  Austrian pumpkinseed oil
./Debugging_stage/Set_P/review-075.txt,1623,1682,egg salad sandwich showered with fiery paprika
./Debugging_stage/Set_P/review-075.txt,1777,1833,spaetzle pan-fried with shrimp and broccoli
./Debugging_stage/Set_P/review-106.txt,1379,1427,"Guinean stew of sweet potato
leaves"
./Debugging_stage/Set_P/review-106.txt,2396,2419,lamb shank
./Debugging_stage/Set_P/review-106.txt,2537,2576,tilapia mobbed with ginger
./Debugging_stage/Set_P/review-106.txt,2578,2618,chicken slapped with spices
./Debugging_stage/Set_P/review-107.txt,1509,1532,beet salad
./Debugging_stage/Set_P/review-107.txt,1569,1593,duck confit
./Debugging_stage/Set_P/review-107.txt,1615,1647,pan-roasted halibut
./Debugging_stage/Set_P/review-107.txt,1685,1713,roasted chicken
./Debugging_stage/Set_P/review-107.txt,2159,2179,sliders
./Debugging_stage/Set_P/review-107.txt,2290,2320,meatloaf sandwich
./Debugging_stage/Set_P/review-107.txt,2600,2624,duck breast
./Debugging_stage/Set_P/review-107.txt,2629,2654,hanger steak
./Debugging_stage/Set_P/review-107.txt,4128,4146,salad
./Debugging_stage/Set_P/review-107.txt,4375,4398,pork belly
./Debugging_stage/Set_P/review-107.txt,4996,5016,lasagna
./Debugging_stage/Set_P/review-107.txt,6467,6498,pork belly sliders
./Debugging_stage/Set_P/review-107.txt,6500,6530,meatloaf sandwich
./Debugging_stage/Set_P/review-107.txt,6532,6563,grilled pork belly
./Debugging_stage/Set_P/review-107.txt,6565,6599,smoked sturgeon salad
./Debugging_stage/Set_P/review-107.txt,6601,6633,grilled duck breast
./Debugging_stage/Set_P/review-107.txt,6635,6663,roasted chicken
./Debugging_stage/Set_P/review-108.txt,404,422,wahoo
./Debugging_stage/Set_P/review-108.txt,4226,4251,Caesar salad
./Debugging_stage/Set_P/review-108.txt,4320,4352,roasted duck breast
./Debugging_stage/Set_P/review-108.txt,4797,4821,melon salad
./Debugging_stage/Set_P/review-108.txt,4930,4951,Croutons
./Debugging_stage/Set_P/review-109.txt,988,1007,crepes
./Debugging_stage/Set_P/review-109.txt,1055,1087,chicken forestière
./Debugging_stage/Set_P/review-109.txt,1507,1536,chicken sandwich
./Debugging_stage/Set_P/review-109.txt,2421,2448,fish and chips
./Debugging_stage/Set_P/review-109.txt,2623,2643,Burgers
./Debugging_stage/Set_P/review-109.txt,2878,2903,French fries
./Debugging_stage/Set_P/review-109.txt,3813,3842,chocolate mousse
./Debugging_stage/Set_P/review-109.txt,3844,3889,"tiramisù
with strata of Nutella"
./Debugging_stage/Set_P/review-109.txt,3891,3939,mascarpone buoyed by whipping cream
./Debugging_stage/Set_P/review-109.txt,3945,3975,crushed speculoos
./Debugging_stage/Set_P/review-109.txt,3977,4017,"Belgian
shortbread biscuits"
./Debugging_stage/Set_P/review-109.txt,4101,4127,custard tarts
./Debugging_stage/Set_P/review-110.txt,80,103,fried rice
./Debugging_stage/Set_P/review-110.txt,2661,2688,scrambled eggs
./Debugging_stage/Set_P/review-110.txt,2830,2865,sweet-salty lap cheung
./Debugging_stage/Set_P/review-110.txt,2899,2954,bacon and baby shrimp sluiced with vinegar
./Debugging_stage/Set_P/review-110.txt,3693,3728,hard-boiled quail eggs
./Debugging_stage/Set_P/review-111.txt,815,850,noodle soup called pho
./Debugging_stage/Set_P/review-111.txt,1230,1250,banh mi
./Debugging_stage/Set_P/review-111.txt,1303,1326,sandwiches
./Debugging_stage/Set_P/review-111.txt,1499,1544,salad rolls with shrimp and pork
./Debugging_stage/Set_P/review-111.txt,1551,1590,crispy crab and pork rolls
./Debugging_stage/Set_P/review-111.txt,1606,1658,"cabbage
and   salad with prawn crackers"
./Debugging_stage/Set_P/review-112.txt,295,323,veal blanquette
./Debugging_stage/Set_P/review-112.txt,582,605,kale salad
./Debugging_stage/Set_P/review-112.txt,1707,1733,French boudin
./Debugging_stage/Set_P/review-112.txt,2080,2117,grilled branzino fillets
./Debugging_stage/Set_P/review-112.txt,2365,2391,plats du jour
./Debugging_stage/Set_P/review-112.txt,2732,2770,buckwheat-scallion crepes
./Debugging_stage/Set_P/review-112.txt,2795,2814,crepes
./Debugging_stage/Set_P/review-112.txt,3005,3028,pot au pho
./Debugging_stage/Set_P/review-112.txt,3096,3128,brown beef bouillon
./Debugging_stage/Set_P/review-112.txt,3854,3889,milk-chocolate mousse 
./Debugging_stage/Set_P/review-113.txt,2795,2820,roasted beet
./Debugging_stage/Set_P/review-113.txt,2968,3000,peppery green salad
./Debugging_stage/Set_P/review-113.txt,3622,3648,steak tartare
./Debugging_stage/Set_P/review-113.txt,3696,3732,crisp-cooked artichokes
./Debugging_stage/Set_P/review-113.txt,4093,4115,pork chop
./Debugging_stage/Set_P/review-113.txt,4521,4562,short rigatoni with pancetta
./Debugging_stage/Set_P/review-113.txt,5310,5338,Steamed mussels
./Debugging_stage/Set_P/review-113.txt,5711,5767,roast chicken with crisp little fingerlings
./Debugging_stage/Set_P/review-114.txt,443,472,Spanish mackerel
./Debugging_stage/Set_P/review-114.txt,1311,1342,roasted satsumaimo
./Debugging_stage/Set_P/review-114.txt,3049,3074,beef tartare
./Debugging_stage/Set_P/review-114.txt,3721,3759,"stew of merguez
meatballs"
./Debugging_stage/Set_P/review-114.txt,4713,4738,butter curls
./Debugging_stage/Set_P/review-115.txt,2202,2242,"creamy chicken-liver
mousse"
./Debugging_stage/Set_P/review-115.txt,2254,2291,briny peekytoe crab meat
./Debugging_stage/Set_P/review-115.txt,2298,2357,roasted portobellos scented with celery leaves
./Debugging_stage/Set_P/review-115.txt,2722,2776,"shaved fluke with grapefruit and
tarragon"
./Debugging_stage/Set_P/review-115.txt,2929,2964,baby leeks vinaigrette
./Debugging_stage/Set_P/review-115.txt,3270,3305,Oven-roasted asparagus
./Debugging_stage/Set_P/review-115.txt,3352,3382,Treviso radicchio
./Debugging_stage/Set_P/review-115.txt,3786,3820,"weet
mackerel sashimi"
./Debugging_stage/Set_P/review-115.txt,3881,3900,Pastas
./Debugging_stage/Set_P/review-115.txt,3957,4016,black-pepper-showered cavatelli with guanciale
./Debugging_stage/Set_P/review-115.txt,4066,4085,pizzas
./Debugging_stage/Set_P/review-115.txt,5099,5141,"teamed halibut
with shiitakes"
./Debugging_stage/Set_P/review-115.txt,5228,5252,strip steak
./Debugging_stage/Set_P/review-115.txt,5484,5506,hamburger
./Debugging_stage/Set_P/review-115.txt,6068,6122,sundae comprised of salted caramel-peanut
./Debugging_stage/Set_P/review-115.txt,6129,6157,candied popcorn
./Debugging_stage/Set_P/review-116.txt,1262,1296,Black truffle risotto
./Debugging_stage/Set_P/review-116.txt,2240,2272,dark chocolate tart
./Debugging_stage/Set_P/review-116.txt,2398,2430,tortellini in brodo
./Debugging_stage/Set_P/review-116.txt,2623,2651,aged-duck ragù
./Debugging_stage/Set_P/review-116.txt,3164,3193,Sea urchin pasta
./Debugging_stage/Set_P/review-116.txt,3746,3774,saffron risotto
./Debugging_stage/Set_P/review-116.txt,4210,4245,hamachi in a soy sauce
./Debugging_stage/Set_P/review-116.txt,4412,4429,veal
./Debugging_stage/Set_P/review-116.txt,4841,4893,"Panna
cotta flavored with Fernet-Branca"
./Debugging_stage/Set_P/review-117.txt,172,194,tuna poke
./Debugging_stage/Set_P/review-117.txt,1640,1675,monkfish liver torchon
./Debugging_stage/Set_P/review-117.txt,2149,2175,garlic shrimp
./Debugging_stage/Set_P/review-117.txt,2746,2783,panko-crusted croquettes
./Debugging_stage/Set_P/review-117.txt,3007,3044,crumbled Chinese sausage
./Debugging_stage/Set_P/review-117.txt,4132,4162,smoked butterfish
./Debugging_stage/Set_P/review-117.txt,5608,5641,cardamom panna cotta
./Debugging_stage/Set_P/review-117.txt,5706,5736,"fried beef
tendon"
./Debugging_stage/Set_P/review-117.txt,5814,5843,bacon tater tots
./Debugging_stage/Set_P/review-118.txt,1153,1185,frisée and lardons
./Debugging_stage/Set_P/review-118.txt,1288,1338,"pissaladière topped with
limp onions"
./Debugging_stage/Set_P/review-118.txt,1398,1428,celery rémoulade
./Debugging_stage/Set_P/review-118.txt,1958,1982,Skirt steak
./Debugging_stage/Set_P/review-118.txt,2017,2054,Pasta with fiery merguez
./Debugging_stage/Set_P/review-118.txt,2102,2148,burger stuffed with white Cheddar
./Debugging_stage/Set_P/review-118.txt,2311,2348,Shaved roast leg of lamb
./Debugging_stage/Set_P/review-118.txt,4801,4828,cucumber salad
./Debugging_stage/Set_P/review-118.txt,5212,5243,salt-cod casserole
./Debugging_stage/Set_P/review-118.txt,5335,5365,pork-belly confit
./Debugging_stage/Set_P/review-118.txt,6816,6847,Grilled vegetables
./Debugging_stage/Set_P/review-118.txt,6849,6877,"shrimp
cocktail"
./Debugging_stage/Set_P/review-119.txt,738,764,lemony hummus
./Debugging_stage/Set_P/review-119.txt,766,808,yogurt-coated eggplant dolmas
./Debugging_stage/Set_P/review-119.txt,813,850,canapés of spiced meats
./Debugging_stage/Set_P/review-119.txt,3283,3339,"subereg, a labor-intensive lasagna variant,"
./Debugging_stage/Set_P/review-119.txt,3344,3365,basterma
./Debugging_stage/Set_P/review-119.txt,3868,3906,"beef salami called
soujuk"
./Debugging_stage/Set_P/review-119.txt,4372,4399,grilled prawns
./Debugging_stage/Set_P/review-119.txt,4960,4985,kebbe sajieh
./Debugging_stage/Set_P/review-119.txt,5227,5258,moutabbal Almayass
./Debugging_stage/Set_P/review-119.txt,5296,5319,mouhammara
./Debugging_stage/Set_P/review-120.txt,1901,1957,white shrimp bathed in a vivid citrus sauce
./Debugging_stage/Set_P/review-120.txt,2602,2641,vegetables with brown rice
./Debugging_stage/Set_P/review-120.txt,4466,4490,fried squid
./Debugging_stage/Set_P/review-120.txt,4858,4880,tortillas
./Debugging_stage/Set_P/review-120.txt,5008,5061,tempura-fried fish with spicy mayonnaise
./Debugging_stage/Set_P/review-120.txt,5163,5191,pork-based taco
./Debugging_stage/Set_P/review-121.txt,340,369,"fried
artichokes"
./Debugging_stage/Set_P/review-121.txt,851,883,La Vara’s fideuà
./Debugging_stage/Set_P/review-121.txt,1101,1130,clams and shrimp
./Debugging_stage/Set_P/review-121.txt,2232,2252,skewers
./Debugging_stage/Set_P/review-121.txt,2254,2274,noodles
./Debugging_stage/Set_P/review-121.txt,2393,2428,chickpea-spinach stews
./Debugging_stage/Set_P/review-121.txt,2584,2619,grilled chicken hearts
./Debugging_stage/Set_P/review-121.txt,2843,2871,deep-fried fish
./Debugging_stage/Set_P/review-121.txt,2990,3016,raya en adobo
./Debugging_stage/Set_P/review-121.txt,4649,4687,crisp and creamy croqueta
./Debugging_stage/Set_P/review-121.txt,4693,4730,"single oil-cured
sardine"
./Debugging_stage/Set_P/review-121.txt,5432,5468,stewed bacon sandwiches
./Debugging_stage/Set_P/review-121.txt,5474,5533,thin and meek ajo blanco with strands of squid
./Debugging_stage/Set_P/review-121.txt,5674,5706,griddled red shrimp
./Debugging_stage/Set_P/review-121.txt,5875,5909,pasta called gurullos
./Debugging_stage/Set_P/review-122.txt,520,539,burger
./Debugging_stage/Set_P/review-122.txt,999,1028,Salvation Burger
./Debugging_stage/Set_P/review-122.txt,1232,1255,beef jerky
./Debugging_stage/Set_P/review-122.txt,2606,2676,patty of carrots and lentils threaded by clear vermicelli
./Debugging_stage/Set_P/review-122.txt,2853,2885,fried fish sandwich
./Debugging_stage/Set_P/review-122.txt,3555,3583,Italian sausage
./Debugging_stage/Set_P/review-122.txt,3667,3687,hot dog
./Debugging_stage/Set_P/review-122.txt,6229,6264,smoked haddock chowder
./Debugging_stage/Set_P/review-123.txt,154,183,"green tomato
pie"
./Debugging_stage/Set_P/review-123.txt,2087,2117,hot pretzel rolls
./Debugging_stage/Set_P/review-123.txt,3132,3169,golden pan-fried patties
./Debugging_stage/Set_P/review-123.txt,3330,3353,crab cakes
./Debugging_stage/Set_P/review-123.txt,3359,3413,"hungry farmhand’s salad of
string beans"
./Debugging_stage/Set_P/review-123.txt,3515,3533,pasta
./Debugging_stage/Set_P/review-123.txt,4447,4491,noodles made from einkorn wheat
./Debugging_stage/Set_P/review-123.txt,4624,4646,corn mush
./Debugging_stage/Set_P/review-123.txt,4746,4771,Corn pudding
./Debugging_stage/Set_P/review-123.txt,4884,4908,ratatouille
./Debugging_stage/Set_P/review-123.txt,5220,5257,duck breast with rhubarb
./Debugging_stage/Set_P/review-123.txt,5754,5781,chocolate cake
./Debugging_stage/Set_P/review-123.txt,5802,5830,peach shortcake
./Debugging_stage/Set_P/review-123.txt,6226,6259,Tristar strawberries
./Debugging_stage/Set_P/review-124.txt,1548,1569,tortilla
./Debugging_stage/Set_P/review-124.txt,2884,2907,pork rinds
./Debugging_stage/Set_P/review-124.txt,2939,2994,guacamole and chips served with two salsas
./Debugging_stage/Set_P/review-124.txt,3327,3359,"soft, briny
octopus"
./Debugging_stage/Set_P/review-124.txt,3724,3759,"green crumbled
chorizo"
./Debugging_stage/Set_P/review-124.txt,3822,3841,Salads
./Debugging_stage/Set_P/review-124.txt,3963,4026,green beans with cucumbers and a poached quail egg
./Debugging_stage/Set_P/review-124.txt,4532,4558,Lamb barbacoa
./Debugging_stage/Set_P/review-124.txt,4776,4817,duck confit with Swiss chard
./Debugging_stage/Set_P/review-124.txt,4819,4867,lobster with field corn and epazote
./Debugging_stage/Set_P/review-124.txt,5358,5380,longaniza
./Debugging_stage/Set_P/review-125.txt,1384,1427,fried chicken with white gravy
./Debugging_stage/Set_P/review-125.txt,1615,1642,chicken breast
./Debugging_stage/Set_P/review-125.txt,2131,2153,pork chop
./Debugging_stage/Set_P/review-125.txt,2155,2193,Apeksha’s coconut curry
./Debugging_stage/Set_P/review-126.txt,1795,1836,"Brazilian fisherman’s
stew"
./Debugging_stage/Set_P/review-126.txt,2158,2190,smashed fingerlings
./Debugging_stage/Set_P/review-126.txt,2477,2508,smoked chicken leg
./Debugging_stage/Set_P/review-126.txt,3162,3187,grilled kale
./Debugging_stage/Set_P/review-126.txt,3815,3857,chocolate cake with hazelnuts
./Debugging_stage/Set_P/review-126.txt,4513,4542,grass-fed burger
./Debugging_stage/Set_P/review-126.txt,5423,5448,French fries
./Debugging_stage/Set_P/review-127.txt,341,368,baked Gruyère
./Debugging_stage/Set_P/review-127.txt,1309,1341,macaroni and cheese
./Debugging_stage/Set_P/review-127.txt,1573,1602,"truffled
gnocchi"
./Debugging_stage/Set_P/review-127.txt,2869,2892,prime beef
./Debugging_stage/Set_P/review-127.txt,3920,3948,shrimp cocktail
./Debugging_stage/Set_P/review-127.txt,4280,4298,sushi
./Debugging_stage/Set_P/review-127.txt,5365,5393,crêpe soufflé
./Debugging_stage/Set_P/review-128.txt,79,98,tamale
./Debugging_stage/Set_P/review-128.txt,282,302,Mussels
./Debugging_stage/Set_P/review-128.txt,338,358,chorizo
./Debugging_stage/Set_P/review-128.txt,1622,1647,crab tostada
./Debugging_stage/Set_P/review-128.txt,1808,1832,Huitlacoche
./Debugging_stage/Set_P/review-128.txt,2172,2210,proto-Rice Krispies Treat
./Debugging_stage/Set_P/review-128.txt,2614,2637,Short ribs
./Debugging_stage/Set_P/review-128.txt,2923,2945,pork chop
./Debugging_stage/Set_P/review-128.txt,3063,3110,"mole de
Querétaro rich with cacao"
./Debugging_stage/Set_P/review-129.txt,288,321,chicken scarpariello
./Debugging_stage/Set_P/review-129.txt,1828,1852,country ham
./Debugging_stage/Set_P/review-129.txt,1938,1976,no-cheese Sicilian pizza 
./Debugging_stage/Set_P/review-129.txt,2095,2124,tart giardiniera
./Debugging_stage/Set_P/review-129.txt,2141,2166,garlic bread
./Debugging_stage/Set_P/review-129.txt,2219,2242,fig grappa
./Debugging_stage/Set_P/review-129.txt,2268,2291,limoncello
./Debugging_stage/Set_P/review-129.txt,2506,2528,veal parm
./Debugging_stage/Set_P/review-129.txt,3053,3085,lobster fra diavolo
./Debugging_stage/Set_P/review-129.txt,3448,3475,zuppa di pesce
./Debugging_stage/Set_P/review-129.txt,3705,3772,"tortellini stuffed with whipped sheep’s milk
ricotta"
./Debugging_stage/Set_P/review-129.txt,4082,4116,Carbone’s tiramisù
./Debugging_stage/Set_P/review-129.txt,5188,5217,lemon cheesecake
./Debugging_stage/Set_P/review-129.txt,5389,5423,creamy ricotta salata
./Debugging_stage/Set_P/review-129.txt,5431,5456,Caesar salad
./Debugging_stage/Set_P/review-130.txt,99,128,pot of pho broth
./Debugging_stage/Set_P/review-130.txt,2235,2278,"shrimp
deep-fried in the shell"
./Debugging_stage/Set_P/review-130.txt,2573,2596,Suon nuong
./Debugging_stage/Set_P/review-130.txt,2758,2778,Banh mi
./Debugging_stage/Set_P/review-130.txt,2929,2955,Chicken curry
./Debugging_stage/Set_P/review-130.txt,3093,3122,rice-paper pizza
./Debugging_stage/Set_P/review-131.txt,83,101,tacos
./Debugging_stage/Set_P/review-131.txt,364,384,suadero
./Debugging_stage/Set_P/review-131.txt,1778,1800,tortillas
./Debugging_stage/Set_P/review-131.txt,1967,1990,cebollitas
./Debugging_stage/Set_P/review-131.txt,2412,2431,cabeza
./Debugging_stage/Set_P/review-131.txt,2736,2757,barbacoa
./Debugging_stage/Set_P/review-131.txt,2988,3006,Oreja
./Debugging_stage/Set_P/review-131.txt,3441,3462,Gorditas
./Debugging_stage/Set_P/review-131.txt,3744,3765,huaxmole
./Debugging_stage/Set_P/review-131.txt,3879,3908,Tostadas de pata
./Debugging_stage/Set_P/review-132.txt,59,78,shrimp
./Debugging_stage/Set_P/review-132.txt,983,1012,barbecue chicken
./Debugging_stage/Set_P/review-132.txt,1017,1042,pork skewers
./Debugging_stage/Set_P/review-132.txt,1719,1741,beef stew
./Debugging_stage/Set_P/review-132.txt,2218,2244,chicken wings
./Debugging_stage/Set_P/review-132.txt,2276,2298,bola bola
./Debugging_stage/Set_P/review-132.txt,2379,2398,callos
./Debugging_stage/Set_P/review-132.txt,2505,2524,liempo
./Debugging_stage/Set_P/review-132.txt,2526,2549,pork belly
./Debugging_stage/Set_P/review-132.txt,3166,3193,yellowfin tuna
./Debugging_stage/Set_P/review-132.txt,4101,4124,leche flan
./Debugging_stage/Set_P/review-132.txt,4165,4198,"chewy tapioca
pearls"
./Debugging_stage/Set_P/review-132.txt,4236,4257,bibingka
./Debugging_stage/Set_P/review-132.txt,4585,4609,kesong puti
./Debugging_stage/Set_P/review-133.txt,482,502,mussels
./Debugging_stage/Set_P/review-133.txt,713,745,Geisha Girl mussels
./Debugging_stage/Set_P/review-133.txt,925,953,Acadian mussels
./Debugging_stage/Set_P/review-133.txt,1037,1062,Thai mussels
./Debugging_stage/Set_P/review-133.txt,2932,2963,broth-soaked bread
./Debugging_stage/Set_P/review-133.txt,3182,3216,"smoked
bacon and corn"
./Debugging_stage/Set_P/review-133.txt,3242,3265,the Bisque
./Debugging_stage/Set_P/review-133.txt,3721,3759,bacon on an iceberg wedge
./Debugging_stage/Set_P/review-133.txt,4023,4050,fried calamari
./Debugging_stage/Set_P/review-133.txt,4085,4108,crab cakes
./Debugging_stage/Set_P/review-133.txt,4455,4480,lobster roll
./Debugging_stage/Set_P/review-133.txt,4499,4526,fish and chips
./Debugging_stage/Set_P/review-133.txt,4948,4976,lobster tempura
./Debugging_stage/Set_P/review-133.txt,4998,5023,wasabi aioli
./Debugging_stage/Set_P/review-134.txt,272,300,grilled sausage
./Debugging_stage/Set_P/review-134.txt,720,749,fried pork rinds
./Debugging_stage/Set_P/review-134.txt,765,800,steamed kabocha squash
./Debugging_stage/Set_P/review-134.txt,4143,4191,salad of grilled and minced catfish
./Debugging_stage/Set_P/review-134.txt,4555,4573,sadao
./Debugging_stage/Set_P/review-134.txt,4664,4681,laap
./Debugging_stage/Set_P/review-134.txt,6184,6223,mussels with garlic chives
./Debugging_stage/Set_P/review-135.txt,404,441,grilled Chilean sea bass
./Debugging_stage/Set_P/review-135.txt,445,478,wok-fried lamb chops
./Debugging_stage/Set_P/review-135.txt,2886,2906,dim sum
./Debugging_stage/Set_P/review-135.txt,3128,3151,Wagyu beef
./Debugging_stage/Set_P/review-135.txt,4018,4040,pipa duck
./Debugging_stage/Set_P/review-135.txt,4362,4400,spicy roast ma la chicken
./Debugging_stage/Set_P/review-135.txt,4784,4819,udon noodles with duck
./Debugging_stage/Set_P/review-136.txt,2088,2108,sausage
./Debugging_stage/Set_P/review-136.txt,2133,2154,pastrami
./Debugging_stage/Set_P/review-136.txt,2228,2247,Feteer
./Debugging_stage/Set_P/review-136.txt,2643,2676,falafel and shawarma
./Debugging_stage/Set_P/review-136.txt,2743,2783,nutmeg-laced chicken kebabs
./Debugging_stage/Set_P/review-136.txt,2788,2821,beef-and-lamb koftas
./Debugging_stage/Set_P/review-136.txt,2954,2973,mombar
./Debugging_stage/Set_P/review-137.txt,490,528,banana-Nutella sandwiches
./Debugging_stage/Set_P/review-137.txt,1357,1382,nam prik pao
./Debugging_stage/Set_P/review-137.txt,1713,1758,dried shrimp and roasted peanuts
./Debugging_stage/Set_P/review-137.txt,2044,2094,"gai yang,
Isan-style barbecue chicken"
./Debugging_stage/Set_P/review-137.txt,2803,2820,larb
./Debugging_stage/Set_P/review-137.txt,3941,3960,crepes
./Debugging_stage/Set_P/review-138.txt,718,774,duck breast preening under a ginger lacquer
./Debugging_stage/Set_P/review-138.txt,824,847,short ribs
./Debugging_stage/Set_P/review-138.txt,928,958,spring-green stew
./Debugging_stage/Set_P/review-138.txt,2047,2075,spinach risotto
./Debugging_stage/Set_P/review-138.txt,2186,2243,"al dente rice emulsified with
spinach purée"
./Debugging_stage/Set_P/review-138.txt,2411,2433,cavatelli
./Debugging_stage/Set_P/review-138.txt,2629,2654,parsnip soup
./Debugging_stage/Set_P/review-138.txt,2696,2733,portobello mushroom tart
./Debugging_stage/Set_P/review-138.txt,3017,3042,fried capers
./Debugging_stage/Set_P/review-001.txt,390,431,classic Trinidadian sandwich
./Debugging_stage/Set_P/review-001.txt,1026,1052,chicken pelau
./Debugging_stage/Set_P/review-001.txt,1375,1407,blackened fruitcake
./Debugging_stage/Set_P/review-002.txt,4013,4032,Caesar
./Debugging_stage/Set_P/review-002.txt,4816,4844,clams oreganata
./Debugging_stage/Set_P/review-002.txt,4874,4902,West Coast Gigi
./Debugging_stage/Set_P/review-002.txt,5323,5341,steak
./Debugging_stage/Set_P/review-002.txt,5469,5489,lobster
./Debugging_stage/Set_P/review-002.txt,5528,5553,veal Marsala
./Debugging_stage/Set_P/review-002.txt,5559,5584,chicken parm
./Debugging_stage/Set_P/review-002.txt,5689,5706,crab
./Debugging_stage/Set_P/review-002.txt,5734,5762,mashed potatoes
./Debugging_stage/Set_P/review-002.txt,5766,5787,broccoli
./Debugging_stage/Set_P/review-002.txt,5791,5809,fries
./Debugging_stage/Set_P/review-002.txt,5897,5925,creamed spinach
./Debugging_stage/Set_P/review-002.txt,5930,5954,hash browns
./Debugging_stage/Set_P/review-002.txt,6752,6778,crab cocktail
./Debugging_stage/Set_P/review-002.txt,6780,6804,baked clams
./Debugging_stage/Set_P/review-002.txt,6852,6875,cheesecake
./Debugging_stage/Set_P/review-003.txt,92,111,shrimp
./Debugging_stage/Set_P/review-003.txt,309,330,ssamjang
./Debugging_stage/Set_P/review-003.txt,657,685,wilting arugula
./Debugging_stage/Set_P/review-003.txt,1266,1289,beet salad
./Debugging_stage/Set_P/review-003.txt,1385,1405,Oysters
./Debugging_stage/Set_P/review-003.txt,1582,1603,yakamein
./Debugging_stage/Set_P/review-003.txt,1683,1711,Malaysian laksa
./Debugging_stage/Set_P/review-003.txt,2113,2140,shrimp ceviche
./Debugging_stage/Set_P/review-003.txt,2634,2659,kamado grill
./Debugging_stage/Set_P/review-003.txt,2999,3025,Brisket jerky
./Debugging_stage/Set_P/review-003.txt,3284,3311,Nasi ulam rice
./Debugging_stage/Set_P/review-004.txt,147,182,red curry grilled duck
./Debugging_stage/Set_P/review-004.txt,1840,1865,chicken laab
./Debugging_stage/Set_P/review-004.txt,2185,2210,papaya salad
./Debugging_stage/Set_P/review-004.txt,2218,2239,Khao soi
./Debugging_stage/Set_P/review-004.txt,2457,2478,Pad thai
./Debugging_stage/Set_P/review-004.txt,2560,2580,lobster
./Debugging_stage/Set_P/review-004.txt,2643,2668,rice noodles
./Debugging_stage/Set_P/review-004.txt,2801,2828,massaman curry
./Debugging_stage/Set_P/review-004.txt,3053,3078,chicken soup
./Debugging_stage/Set_P/review-004.txt,3112,3137,corn chowder
./Debugging_stage/Set_P/review-005.txt,748,768,hot dog
./Debugging_stage/Set_P/review-005.txt,1887,1907,sausage
./Debugging_stage/Set_P/review-005.txt,2685,2709,brisket dog
./Debugging_stage/Set_P/review-005.txt,2774,2804,Cheddar bratwurst
./Debugging_stage/Set_P/review-005.txt,2950,2977,Cuban sandwich
./Debugging_stage/Set_P/review-005.txt,3240,3258,tacos
./Debugging_stage/Set_P/review-005.txt,3393,3415,tortillas
./Debugging_stage/Set_P/review-005.txt,3685,3717,Calexico’s nachos
./Debugging_stage/Set_P/review-005.txt,4027,4053,chicken wings
./Debugging_stage/Set_P/review-005.txt,4121,4151,Chicken McNuggets
./Debugging_stage/Set_P/review-005.txt,4195,4225,Chicken meatballs
./Debugging_stage/Set_P/review-005.txt,4468,4488,brioche
./Debugging_stage/Set_P/review-005.txt,4500,4518,gnudi
./Debugging_stage/Set_P/review-005.txt,4624,4649,banh mi roll
./Debugging_stage/Set_P/review-005.txt,4668,4695,mac and cheese
./Debugging_stage/Set_P/review-005.txt,5483,5515,pretzels and toffee
./Debugging_stage/Set_P/review-005.txt,5571,5596,potato chips
./Debugging_stage/Set_P/review-005.txt,5759,5791,Rice Krispies treat
./Debugging_stage/Set_P/review-005.txt,5978,6021,dark chocolate and caramel bar
./Debugging_stage/Set_P/review-006.txt,248,270,hand roll
./Debugging_stage/Set_P/review-006.txt,291,316,rice and ume
./Debugging_stage/Set_P/review-006.txt,491,509,sushi
./Debugging_stage/Set_P/review-006.txt,2103,2122,nigiri
./Debugging_stage/Set_P/review-006.txt,2254,2275,mackerel
./Debugging_stage/Set_P/review-006.txt,2319,2337,ikura
./Debugging_stage/Set_P/review-006.txt,2339,2362,salmon roe
./Debugging_stage/Set_P/review-006.txt,2570,2592,kani miso
./Debugging_stage/Set_P/review-006.txt,2936,2955,nikiri
./Debugging_stage/Set_P/review-006.txt,3091,3110,Edomae
./Debugging_stage/Set_P/review-006.txt,3362,3382,hamachi
./Debugging_stage/Set_P/review-006.txt,3563,3585,tuna roll
./Debugging_stage/Set_P/review-006.txt,3816,3832,uni
./Debugging_stage/Set_P/review-006.txt,3834,3857,sea urchin
./Debugging_stage/Set_P/review-007.txt,911,946,roasted chicken breast
./Debugging_stage/Set_P/review-007.txt,986,1017,celery root purée
./Debugging_stage/Set_P/review-007.txt,1071,1095,deviled egg
./Debugging_stage/Set_P/review-007.txt,1105,1133,mashed potatoes
./Debugging_stage/Set_P/review-007.txt,1983,2014,brown rice noodles
./Debugging_stage/Set_P/review-007.txt,2090,2143,pistachios as crunch (chopped) and cream
./Debugging_stage/Set_P/review-007.txt,2245,2274,brussels sprouts
./Debugging_stage/Set_P/review-007.txt,2519,2547,chickpea burger
./Debugging_stage/Set_P/review-007.txt,2553,2574,umeboshi
./Debugging_stage/Set_P/review-007.txt,2646,2676,damp salmon cakes
./Debugging_stage/Set_P/review-007.txt,2683,2712,chicken sandwich
./Debugging_stage/Set_P/review-007.txt,2772,2793,zucchini
./Debugging_stage/Set_P/review-007.txt,2998,3025,chicken breast
./Debugging_stage/Set_P/review-007.txt,3371,3403,chocolate shortcake
